,index,artists,track_name,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
22798,75707,emile pandolfi,the way we were,False,0.33,0.232,1,-14.112,0.0348,0.985,0.939,0.0902,0.0714,65.041
22799,75711,karunesh,moon temple,False,0.223,0.309,8,-14.439,0.0303,0.822,0.986,0.0998,0.0385,69.642
22800,75713,liz story,things with wings,False,0.145,0.097,10,-26.078,0.0364,0.992,0.836,0.123,0.463,75.62
22801,75715,jim brickman,mighty fortress,False,0.308,0.0674,7,-22.612,0.0366,0.986,0.616,0.125,0.149,129.274
22802,75717,philip wesley,sweetest dream,False,0.341,0.0412,2,-23.285,0.046,0.964,0.906,0.0996,0.148,63.49
22803,75719,ken davis,show me the way,False,0.378,0.405,0,-10.693,0.0313,0.756,0.226,0.555,0.212,74.035
22804,75720,philip wesley,second chances,False,0.315,0.219,3,-20.867,0.0465,0.992,0.853,0.101,0.134,154.27
22805,75723,robin spielberg,that's all,False,0.431,0.236,9,-15.547,0.035,0.989,0.894,0.147,0.287,132.402
22806,75725,aine minogue,aisling,False,0.322,0.103,2,-21.003,0.0354,0.972,0.918,0.121,0.0702,90.34
22807,75728,dean evenson,waves of fulfilling,False,0.237,0.231,7,-16.479,0.0343,0.957,0.95,0.0984,0.212,92.766
22808,75729,robin spielberg,with a song in my heart,False,0.436,0.0216,3,-25.869,0.042,0.99,0.943,0.132,0.112,74.874
22809,75730,george skaroulis,journey within,False,0.33,0.0515,1,-19.967,0.0748,0.993,0.902,0.156,0.258,201.467
22810,75732,phil coulter,the 'derry air,False,0.552,0.235,5,-17.955,0.0321,0.699,0.805,0.13,0.205,111.841
22811,75734,helen jane long,besides,False,0.452,0.0213,2,-21.77,0.0428,0.944,0.868,0.112,0.188,138.237
22812,75739,paul cardall,more holiness give me,False,0.274,0.0477,2,-22.729,0.0513,0.992,0.923,0.0847,0.182,88.757
22813,75740,clannad,banba oir - remastered,False,0.458,0.623,10,-13.421,0.0295,0.596,0.111,0.115,0.615,160.308
22814,75741,paul cardall,redeemer,False,0.218,0.107,7,-18.676,0.0384,0.912,0.398,0.118,0.0392,134.568
22815,75745,george winston,treat street,False,0.413,0.505,0,-12.033,0.0326,0.883,0.84,0.173,0.51,132.603
22816,75747,george winston,the times of harvey milk,False,0.536,0.0289,11,-16.355,0.0405,0.978,0.893,0.103,0.188,49.188
22817,75748,tony o'connor,september moon,False,0.585,0.186,4,-15.896,0.0279,0.882,0.908,0.173,0.317,104.999
22818,75750,yiruma,nocturnal mind,False,0.338,0.134,10,-17.342,0.042,0.993,0.921,0.0888,0.068,85.7
22819,75751,yiruma,serenade in e,False,0.397,0.104,6,-18.249,0.0558,0.987,0.92,0.0782,0.093,66.905
22820,75752,enigma,diving,False,0.227,0.174,0,-22.707,0.0392,0.946,0.903,0.203,0.0959,68.901
22821,75759,patrick o'hearn,like so much lost time,False,0.106,0.0167,8,-31.801,0.042,0.991,0.967,0.0718,0.0354,91.614
22822,75760,yanni,with an orchid,False,0.504,0.488,2,-9.282,0.026,0.544,0.24,0.157,0.234,145.98
22823,75762,stanton lanier,dreams in the night,False,0.354,0.127,8,-20.556,0.0449,0.99,0.918,0.112,0.106,108.02
22824,75763,yanni,until the last moment,False,0.216,0.199,6,-18.43,0.032,0.948,0.981,0.0904,0.052,101.935
22825,75765,bernward koch,an evening walk,False,0.269,0.127,0,-16.917,0.0357,0.94,0.909,0.114,0.0981,125.241
22826,75767,kevin kern,paper clouds,False,0.531,0.173,5,-17.306,0.0464,0.992,0.92,0.13,0.475,106.52
22827,75768,mike oldfield,tubular bells - pt. i,False,0.374,0.219,4,-19.104,0.0343,0.564,0.56,0.114,0.0579,103.535
22828,75769,kevin kern,pearls of joy,False,0.408,0.0943,6,-18.83,0.0394,0.995,0.897,0.092,0.205,119.974
22829,75770,jim brickman,nothing left to say,False,0.455,0.0733,0,-21.871,0.0737,0.981,0.903,0.141,0.136,103.499
22830,75771,jim brickman,little star,False,0.415,0.0346,0,-22.765,0.0406,0.991,0.895,0.0702,0.315,138.901
22831,75773,deuter,kindred spirit,False,0.182,0.0824,4,-22.399,0.0468,0.98,0.903,0.113,0.0389,151.087
22832,75775,jane leslie,on a quiet night,False,0.352,0.045,2,-24.471,0.049,0.988,0.944,0.0997,0.122,71.907
22833,75776,jon schmidt,prelude (my little girl),False,0.275,0.194,7,-13.138,0.0372,0.976,0.829,0.102,0.126,124.106
22834,75777,llewellyn,heart chakra,False,0.119,0.185,5,-22.78,0.0447,0.944,0.868,0.685,0.0389,73.275
22835,75778,dan gibson's solitudes,spirit wind,False,0.296,0.147,5,-22.676,0.0313,0.874,0.804,0.765,0.112,75.123
22836,75780,michele mclaughlin,carrowkeel,False,0.217,0.23,0,-13.728,0.0413,0.986,0.888,0.105,0.081,88.523
22837,75781,hayley westenra,stay awake,False,0.321,0.0554,10,-18.243,0.0382,0.934,0.000164,0.0883,0.116,110.835
22838,75782,robert haig coxon,cristal silence section 5,False,0.237,0.0453,0,-25.535,0.0375,0.913,0.917,0.102,0.0795,65.576
22839,75783,deuter,signatures on water,False,0.188,0.00689,11,-34.623,0.0432,0.988,0.821,0.0839,0.078,82.38
22840,75784,dan gibson's solitudes,sea breeze,False,0.404,0.159,2,-24.28,0.0314,0.866,0.876,0.847,0.143,100.109
22841,75785,michael allen harrison,little april showers,False,0.454,0.234,0,-17.867,0.0358,0.993,0.925,0.101,0.152,93.296
22842,75786,deuter,fragile air,False,0.331,0.0236,11,-30.177,0.0526,0.99,0.16,0.104,0.0359,147.31
22843,75788,mike oldfield,latin,False,0.33,0.322,7,-9.466,0.0317,0.782,0.0179,0.127,0.34,187.257
22844,75789,gomer edwin evans,"im wunderland, pt. 1",False,0.418,0.109,5,-16.602,0.0349,0.976,0.115,0.098,0.063,140.736
22845,75790,deuter,sound of invisible waters,False,0.111,0.0211,7,-26.997,0.0384,0.956,0.974,0.0617,0.0362,56.653
22846,75792,clannad,theme from harry's game,False,0.413,0.491,0,-12.159,0.0297,0.719,0.000456,0.318,0.17,80.019
22847,75793,queen latifah,princess of the possee,False,0.867,0.48,7,-12.132,0.35,0.254,0.0,0.0737,0.9,81.472
22848,75800,yiruma,i could see you,False,0.349,0.0298,2,-23.601,0.041,0.993,0.881,0.151,0.0922,175.194
22849,75805,david arkenstone,call of the sea,False,0.475,0.563,4,-13.009,0.0355,0.0115,0.777,0.0541,0.368,179.655
22850,75807,kathryn toyama,understanding each other,False,0.448,0.204,0,-13.942,0.0327,0.973,0.919,0.112,0.0852,117.404
22851,75808,thad fiscella,gentle whisper,False,0.308,0.074,8,-22.457,0.041,0.994,0.939,0.138,0.141,63.275
22852,75809,jon schmidt,ridin' west,False,0.283,0.339,0,-16.666,0.0391,0.96,0.876,0.0671,0.436,161.585
22853,75810,enigma,second chapter,False,0.154,0.115,1,-25.371,0.0361,0.202,0.931,0.0788,0.0707,70.195
22854,75811,peter sterling,a childs heart,False,0.313,0.159,10,-16.708,0.0338,0.905,0.614,0.091,0.0421,100.545
22855,75812,karunesh,ancient voices (from call of the mystic),False,0.158,0.17,2,-16.398,0.0351,0.302,0.285,0.0946,0.0378,81.355
22856,75814,emile pandolfi,brian's song,False,0.285,0.136,0,-20.05,0.036,0.991,0.851,0.106,0.153,86.057
22857,75815,will ackerman,light and song,False,0.253,0.0373,1,-23.484,0.0393,0.943,0.948,0.111,0.087,180.621
22858,75816,stive morgan,if will come tomorrow,False,0.494,0.741,9,-10.466,0.0286,0.776,0.961,0.11,0.202,96.994
22859,75817,thad fiscella,at the cross,False,0.567,0.00581,9,-22.772,0.119,0.995,0.941,0.0984,0.606,68.139
22860,75819,2002,the emerald way,False,0.164,0.338,0,-13.671,0.034,0.618,0.976,0.111,0.0396,140.015
22861,75820,barbara higbie,the simple birth,False,0.601,0.167,9,-17.051,0.0318,0.922,0.0154,0.0677,0.327,132.282
22862,75821,gomer edwin evans,the enlightenment of buddha,False,0.339,0.22,5,-12.798,0.0413,0.987,0.914,0.0806,0.363,119.915
22863,75822,will ackerman,shella's pictures,False,0.259,0.0681,6,-21.105,0.0458,0.978,0.942,0.0993,0.0547,78.324
22864,75823,thad fiscella,sharing the silence,False,0.493,0.0713,2,-19.019,0.0689,0.994,0.94,0.087,0.292,56.864
22865,75827,lesiem,liberta,False,0.238,0.448,3,-11.416,0.0303,0.389,0.616,0.101,0.166,144.059
22866,75828,ken davis,dolphin magic,False,0.242,0.423,8,-12.657,0.041,0.954,0.00195,0.204,0.0394,111.41
22867,75829,dan gibson's solitudes,path to enlightenment,False,0.169,0.125,2,-18.41,0.0376,0.987,0.796,0.949,0.0406,81.466
22868,75830,dan gibson's solitudes,one last goodbye,False,0.228,0.24,10,-19.4,0.0353,0.719,0.917,0.954,0.107,139.817
22869,75831,paul cardall,the spirit of god,False,0.393,0.0926,10,-21.102,0.0401,0.991,0.926,0.0836,0.307,123.098
22870,75833,dan gibson's solitudes,the songbird,False,0.191,0.346,1,-21.779,0.113,0.981,0.0158,0.156,0.0324,86.3
22871,75835,dan gibson's solitudes,perpetual peace,False,0.131,0.239,5,-17.299,0.0359,0.95,0.343,0.987,0.0488,83.118
22872,75838,ronan hardiman,hell's kitchen,False,0.473,0.663,5,-14.057,0.0706,0.188,0.0533,0.359,0.208,135.943
22873,75840,dan gibson's solitudes,island smile,False,0.0651,0.0398,0,-34.71,0.0434,0.811,0.84,0.933,0.0772,68.777
22874,75841,paul cardall,love at home,False,0.406,0.0464,7,-23.242,0.0374,0.971,0.943,0.144,0.179,112.006
22875,75843,aine minogue,at the edge of the white rock,False,0.305,0.00912,3,-22.854,0.0451,0.984,0.892,0.111,0.235,64.919
22876,75845,paul cardall,all creatures of our god and king,False,0.308,0.074,3,-21.157,0.0519,0.988,0.922,0.15,0.0834,104.958
22877,75847,paul cardall,"jesus, the very thought of thee",False,0.246,0.00918,7,-26.404,0.0391,0.979,0.954,0.128,0.271,84.579
22878,75849,tony o'connor,above with eagles,False,0.424,0.057,7,-20.102,0.037,0.96,0.908,0.0599,0.16,75.913
22879,75852,yiruma,walking in the forest - piano version,False,0.476,0.065,2,-18.363,0.111,0.991,0.942,0.0865,0.154,134.293
22880,75853,yiruma,the days that'll never come,False,0.355,0.111,2,-21.544,0.0448,0.985,0.905,0.0804,0.158,103.004
22881,75854,ad dios,lady of the lake,False,0.249,0.112,7,-22.977,0.0348,0.975,0.971,0.0705,0.038,144.054
22882,75856,scott cossu,purple mountain,False,0.338,0.204,6,-13.808,0.0362,0.963,0.891,0.109,0.191,172.298
22883,75857,laura sullivan,i guess i'm in love (instrumental version),False,0.321,0.114,0,-21.69,0.0373,0.988,0.898,0.114,0.129,82.266
22884,75861,bernward koch,walking through clouds,False,0.301,0.151,0,-13.586,0.0303,0.936,0.951,0.119,0.0797,106.662
22885,75862,bernward koch,touched by love,False,0.153,0.0555,9,-19.488,0.0351,0.978,0.953,0.121,0.0618,71.912
22886,75868,yanni,one man's dream - live,False,0.27,0.278,0,-17.283,0.0361,0.944,0.938,0.708,0.0516,117.218
22887,75869,jon schmidt,cherished moments,False,0.482,0.0223,3,-24.897,0.0667,0.994,0.921,0.111,0.247,116.495
22888,75870,brian crain,kindred spirits,False,0.388,0.112,9,-18.812,0.0338,0.952,0.909,0.0856,0.196,69.44
22889,75873,jim brickman,where are you now?,False,0.602,0.0196,0,-25.387,0.0821,0.988,0.926,0.0901,0.271,128.817
22890,75874,george skaroulis,the embrace,False,0.256,0.0762,9,-22.708,0.0446,0.99,0.929,0.0916,0.117,94.236
22891,75875,patrick o'hearn,the cold sea's embrace,False,0.0819,0.0479,2,-26.058,0.0476,0.851,0.892,0.115,0.0395,171.892
22892,75879,jim brickman,by heart,False,0.41,0.254,5,-12.033,0.0284,0.484,0.0,0.126,0.289,131.556
22893,75880,mike oldfield,russian,False,0.511,0.169,2,-16.233,0.0492,0.808,0.841,0.142,0.326,77.084
22894,75881,kevin kern,fantasia's lullaby,False,0.563,0.0196,8,-23.289,0.0469,0.995,0.933,0.114,0.385,132.38
22895,75883,ann sweeten,riversong,False,0.267,0.21,5,-17.107,0.0319,0.97,0.908,0.138,0.176,80.628
22896,75886,dan gibson's solitudes,the repose,False,0.255,0.105,2,-30.505,0.0987,0.774,0.198,0.921,0.166,165.786
22897,75888,dan gibson's solitudes,amidst the cherry blossoms,False,0.183,0.211,2,-17.046,0.0386,0.942,0.823,0.825,0.051,141.913
22898,75889,deuter,i will wait for you,False,0.283,0.271,0,-13.97,0.0414,0.936,0.991,0.0908,0.0743,73.21
22899,75891,dan gibson's solitudes,new england spring,False,0.331,0.0354,1,-25.607,0.046,0.946,0.000877,0.188,0.105,105.318
22900,75893,brian crain,london bridges falling down,False,0.458,0.118,7,-25.181,0.0338,0.986,0.952,0.174,0.369,109.436
22901,75894,dan gibson's solitudes,pleasant island ease,False,0.215,0.0821,7,-24.155,0.0353,0.959,0.951,0.592,0.0795,104.52
22902,75896,tony o'connor,uluru,False,0.112,0.1,0,-19.091,0.0419,0.866,0.925,0.0917,0.145,70.905
22903,75897,ronan hardiman,celtic fire - live version,False,0.32,0.975,11,-5.823,0.0997,0.424,0.0102,0.936,0.609,136.922
22904,75901,yiruma,lamentation,False,0.441,0.0114,0,-26.618,0.0611,0.995,0.906,0.138,0.181,74.25
22905,75904,david arkenstone,princess of the fairies,False,0.209,0.257,4,-12.273,0.0357,0.898,0.469,0.241,0.206,86.33
22906,75907,karunesh,call of the tribes - remix,False,0.604,0.601,5,-9.928,0.0437,0.0139,0.365,0.183,0.169,176.408
22907,75909,back to earth,the love of my life,False,0.378,0.0867,7,-18.827,0.0328,0.945,0.895,0.109,0.0805,109.915
22908,75911,sean harkness,puesta del sol,False,0.513,0.112,9,-19.246,0.033,0.963,0.933,0.109,0.225,142.435
22909,75912,parijat,hearts awakening,False,0.489,0.0929,1,-22.266,0.0369,0.949,0.852,0.123,0.158,113.941
22910,75915,gregorian,song to the siren,False,0.399,0.439,11,-9.153,0.0285,0.494,0.000254,0.13,0.125,132.753
22911,75916,michael whalen,the mother knows,False,0.593,0.441,4,-13.846,0.0312,0.752,0.945,0.138,0.0876,125.089
22912,75918,will ackerman,was it this lifetime,False,0.319,0.129,11,-18.363,0.0413,0.944,0.847,0.218,0.065,117.174
22913,75920,david arkenstone,drifting away,False,0.234,0.277,2,-23.213,0.0772,0.868,0.682,0.379,0.131,124.469
22914,75921,gomer edwin evans,"sleep, baby sleep, pt. 1",False,0.465,0.128,6,-11.975,0.0322,0.966,0.833,0.0872,0.17,115.819
22915,75922,2002,river of stars,False,0.422,0.168,1,-17.582,0.0293,0.927,0.783,0.0697,0.189,95.927
22916,75923,nightnoise,shadow of time,False,0.262,0.21,10,-17.252,0.0344,0.905,0.00919,0.102,0.216,78.069
22917,75926,hennie bekker,self connect,False,0.173,0.0499,5,-28.462,0.0482,0.878,0.808,0.142,0.0301,123.702
22918,75929,mike rowland,travel by dreams,False,0.186,0.0625,10,-25.221,0.0364,0.768,0.883,0.108,0.134,79.939
22919,75930,dan gibson's solitudes,the sacred shrine,False,0.195,0.232,9,-16.329,0.0341,0.944,0.0966,0.976,0.041,99.032
22920,75931,dan gibson's solitudes,sun soothes the soul,False,0.131,0.0737,7,-25.891,0.0399,0.952,0.963,0.626,0.104,77.945
22921,75932,peter kater,water ballet,False,0.0879,0.157,0,-14.818,0.0439,0.968,0.928,0.107,0.0386,69.715
22922,75935,robert haig coxon,beautiful thoughts,False,0.38,0.0723,0,-21.653,0.0623,0.984,0.914,0.093,0.145,135.068
22923,75936,john doan,resting upon jacobs pillow,False,0.338,0.193,6,-14.908,0.0314,0.775,0.857,0.109,0.066,135.894
22924,75938,paul cardall,day of rest,False,0.478,0.0669,2,-18.948,0.0505,0.986,0.941,0.08,0.113,132.601
22925,75939,dan gibson's solitudes,answered by silence,False,0.287,0.371,9,-22.781,0.146,0.982,0.0202,0.396,0.0327,74.324
22926,75942,paul cardall,when morning comes,False,0.396,0.00709,7,-28.215,0.048,0.993,0.875,0.132,0.245,68.463
22927,75943,mike oldfield,earth moving,False,0.549,0.605,5,-11.541,0.0412,0.123,1.1e-06,0.123,0.357,112.037
22928,75944,mike rowland,echoes of light,False,0.163,0.0342,3,-28.945,0.0492,0.876,0.956,0.113,0.0498,86.837
22929,75945,paul cardall,"behold, the great redeemer died",False,0.347,0.0183,10,-23.541,0.0686,0.993,0.86,0.103,0.317,73.143
22930,75947,tony o'connor,night lights,False,0.311,0.0306,0,-23.513,0.0443,0.976,0.367,0.0758,0.134,116.242
22931,75949,clannad,passing time - remastered 2003,False,0.602,0.47,0,-10.071,0.024,0.225,4.47e-06,0.0992,0.29,93.503
22932,75952,shastro,whirling flames (excerpt),False,0.524,0.357,9,-15.177,0.0283,0.62,0.809,0.124,0.303,77.009
22933,75955,omar akram,love of my heart,False,0.593,0.339,5,-10.795,0.0341,0.914,0.311,0.112,0.206,125.936
22934,75956,jacob's piano,"theme from schindler's list (reprise) (from ""schindler's list"")",False,0.517,0.0458,7,-23.066,0.0468,0.995,0.913,0.118,0.118,61.034
22935,75958,laura sullivan,thinking out loud (instrumental version),False,0.45,0.196,2,-23.646,0.0366,0.951,0.934,0.107,0.103,164.033
22936,75960,bernward koch,the enchanted path,False,0.255,0.127,0,-14.78,0.0323,0.929,0.954,0.104,0.0388,95.953
22937,75961,queen latifah,jersey,True,0.839,0.467,6,-12.265,0.421,0.0426,1.34e-06,0.117,0.678,83.247
22938,75963,jim brickman,seaside,False,0.134,0.113,5,-20.493,0.0398,0.955,0.98,0.161,0.0876,172.762
22939,75965,emile pandolfi,the nearness of you,False,0.282,0.116,8,-19.613,0.0413,0.919,0.883,0.109,0.145,87.238
22940,75970,tim story,flame and circle,False,0.0678,0.0831,6,-18.219,0.0436,0.985,0.89,0.0772,0.0394,73.635
22941,75971,george skaroulis,the lighthouse,False,0.232,0.408,8,-13.243,0.0379,0.968,0.503,0.375,0.152,112.527
22942,75972,denean,angels calling me (segue),False,0.125,0.223,3,-17.297,0.0331,0.793,0.337,0.121,0.168,81.306
22943,75974,george skaroulis,passions,False,0.427,0.0543,1,-20.296,0.0435,0.993,0.931,0.0922,0.104,124.337
22944,75975,jim brickman,exhale,False,0.43,0.091,9,-18.793,0.0346,0.977,0.913,0.0984,0.0742,119.811
22945,75976,jon schmidt,"lo how a rose, ere blooming",False,0.512,0.00212,2,-27.541,0.262,0.996,0.944,0.0873,0.45,135.355
22946,75977,jim brickman,slumber deep,False,0.465,0.0303,5,-22.357,0.0383,0.954,0.945,0.103,0.0397,119.913
22947,75978,kathryn toyama,acceptance,False,0.393,0.156,0,-15.995,0.0349,0.954,0.913,0.11,0.0532,127.915
22948,75979,constance demby,novus pt. 1: soul's journey,False,0.125,0.0454,3,-22.842,0.0366,0.687,0.123,0.16,0.036,67.989
22949,75980,llewellyn,base chakra,False,0.204,0.145,0,-24.728,0.0451,0.95,0.771,0.964,0.0552,100.58
22950,75985,will ackerman,visiting,False,0.262,0.146,11,-14.562,0.0327,0.84,0.833,0.0874,0.0663,144.779
22951,75988,will ackerman,last day at the beach,False,0.303,0.0122,9,-26.757,0.0537,0.94,0.453,0.0577,0.0616,67.779
22952,75989,mike oldfield,ghost bells,False,0.245,0.15,2,-20.047,0.036,0.307,0.901,0.321,0.0362,90.168
22953,75992,medwyn goodall,shared worlds,False,0.129,0.302,11,-18.082,0.0344,0.091,0.634,0.0905,0.0388,89.406
22954,75993,will ackerman,the opening of doors,False,0.27,0.103,8,-19.866,0.0331,0.951,0.909,0.104,0.201,84.679
22955,75995,dan gibson's solitudes,skimming waves,False,0.146,0.491,7,-21.992,0.112,0.814,0.366,0.889,0.0651,101.894
22956,75996,tony o'connor,nature's lullaby,False,0.361,0.0545,0,-22.51,0.0436,0.979,0.904,0.1,0.0635,119.777
22957,75997,clannad,the wild cry - remastered 2003,False,0.264,0.719,4,-6.682,0.0551,0.261,0.00108,0.0929,0.155,87.073
22958,75999,tony o'connor,thoughts from inside,False,0.175,0.0989,10,-24.888,0.0324,0.968,0.87,0.817,0.058,77.812
22959,76019,il volo,"christmas medley: jingle bells rock / let it snow, let it snow, let it snow / it's the most wonderful time of the year",False,0.427,0.587,2,-5.527,0.033,0.642,0.0,0.315,0.579,130.144
22960,76057,andrea bocelli,can't help falling in love - live at lake las vegas/2005,False,0.461,0.399,5,-7.894,0.0244,0.813,0.0138,0.911,0.168,97.381
22961,76058,celtic woman,teir abhaile riu,False,0.528,0.46,5,-10.564,0.0499,0.821,0.0,0.0547,0.708,124.704
22962,76077,michael ball,driving home for christmas,False,0.569,0.526,9,-10.204,0.0285,0.709,0.00102,0.326,0.607,90.027
22963,76088,elaine paige,i believe in father christmas,False,0.61,0.182,2,-19.318,0.0322,0.395,7.18e-06,0.0774,0.207,112.503
22964,76120,alessandro safina,la nave va,False,0.312,0.424,4,-8.841,0.0377,0.792,0.0,0.602,0.371,99.099
22965,76131,celtic woman,mo ghile mear,False,0.393,0.438,7,-9.421,0.0398,0.648,0.0,0.3,0.496,130.003
22966,76183,josh groban,"gold can turn to sand (from ""kristina"")",False,0.335,0.342,9,-8.987,0.0306,0.803,1.61e-05,0.158,0.136,125.625
22967,76188,alfie boe,valjean's soliloquy - live,False,0.385,0.334,5,-12.597,0.253,0.807,0.0,0.656,0.15,77.053
22968,76200,andrea bocelli,love in portofino,False,0.469,0.414,0,-10.497,0.041,0.936,0.000334,0.0646,0.358,94.878
22969,76203,lim hyung joo,hope you'll be happy,False,0.367,0.52,10,-7.902,0.0321,0.644,0.000142,0.194,0.389,94.822
22970,76207,susan boyle,i dreamed a dream,False,0.286,0.378,10,-8.752,0.0382,0.803,0.000518,0.107,0.113,69.316
22971,76212,andrea bocelli,e chiove,False,0.432,0.4,1,-7.491,0.0331,0.547,0.00448,0.0997,0.186,143.783
22972,76214,josh groban,play me,False,0.463,0.334,5,-10.853,0.0293,0.624,0.000318,0.0934,0.375,143.978
22973,76216,amaury vassili,sognu,False,0.292,0.771,10,-3.726,0.0453,0.797,0.196,0.148,0.228,128.235
22974,76222,andrea bocelli,duerme duerme,False,0.118,0.251,7,-15.9,0.034,0.912,0.0675,0.113,0.111,78.461
22975,76225,celtic thunder,maid of culmore,False,0.266,0.184,7,-11.475,0.0321,0.853,0.0,0.119,0.171,167.544
22976,76280,collabro,"send in the clowns (from ""a little night music"")",False,0.264,0.0646,7,-19.981,0.0409,0.948,4.2e-05,0.146,0.152,153.945
22977,76286,il volo,un amore cosi' grande - live from the detroit opera house,False,0.184,0.601,10,-4.744,0.0494,0.75,1.37e-06,0.972,0.0796,74.219
22978,76287,celtic thunder,heartland - extended version,False,0.526,0.485,11,-8.742,0.0358,0.3,0.00296,0.408,0.498,91.027
22979,76303,il volo,notte stellata (the swan),False,0.198,0.191,1,-13.251,0.0373,0.943,0.0467,0.155,0.0843,82.335
22980,76306,sol3 mio,the rose,False,0.403,0.217,9,-10.364,0.0309,0.921,9.05e-06,0.0999,0.125,109.857
22981,76318,celtic woman,may it be,False,0.143,0.312,9,-10.077,0.0348,0.945,0.000163,0.109,0.0766,86.112
22982,76319,diablo swing orchestra,ode to the innocent,False,0.266,0.226,9,-11.278,0.0494,0.699,1.11e-06,0.2,0.213,77.141
22983,76322,michael ball,javert's soliloquy - live,False,0.454,0.447,5,-11.441,0.171,0.687,0.0,0.715,0.206,81.101
22984,76324,celtic thunder,caledonia,False,0.265,0.481,10,-8.704,0.0295,0.509,0.000357,0.106,0.418,184.119
22985,76325,collabro,"beauty and the beast (from ""beauty and the beast"")",False,0.318,0.119,0,-16.748,0.0352,0.909,0.0,0.141,0.259,82.182
22986,76335,celtic thunder,a place in the choir,False,0.458,0.636,7,-8.085,0.0509,0.685,0.0,0.317,0.931,201.832
22987,76351,lara fabian,je suis malade,False,0.262,0.347,11,-10.054,0.0396,0.768,0.0,0.187,0.206,64.978
22988,76353,katherine jenkins,make me a channel of your peace,False,0.191,0.226,0,-13.633,0.0378,0.919,6.86e-06,0.0763,0.154,82.297
22989,76356,il divo,caruso,False,0.247,0.506,1,-7.998,0.0379,0.739,0.00163,0.0774,0.184,85.528
22990,76357,il volo,eternally,False,0.151,0.409,5,-6.936,0.0317,0.786,0.000118,0.155,0.176,78.797
22991,76358,sol3 mio,hold me while you wait,False,0.417,0.254,11,-8.623,0.0388,0.952,6.91e-05,0.122,0.13,129.072
22992,76361,lisa kelly,the deers cry: from the pilgrim,False,0.236,0.151,0,-14.181,0.0406,0.95,7.56e-06,0.109,0.256,83.692
22993,76368,celtic woman,the foxhunter,False,0.469,0.536,11,-10.118,0.0465,0.901,1.27e-05,0.23,0.891,130.059
22994,76369,il volo,mamma - live from the detroit opera house,False,0.343,0.606,7,-6.015,0.0415,0.918,0.00396,0.975,0.428,121.006
22995,76372,celtic woman,harry's game,False,0.195,0.262,1,-13.359,0.0332,0.904,0.00794,0.106,0.0649,134.493
22996,76376,josh groban,the wandering kind (prelude),False,0.363,0.312,8,-14.066,0.0309,0.713,0.934,0.183,0.344,62.766
22997,76378,el cuervo de poe,tango,False,0.609,0.798,2,-4.587,0.0337,0.039,0.0425,0.626,0.48,130.082
22998,76383,il volo,granada - live from the detroit opera house,False,0.224,0.558,7,-5.648,0.0432,0.86,0.000101,0.987,0.37,82.58
22999,76388,george perris,the windmills of your mind / les moulins de mon coeur (live),False,0.351,0.55,4,-10.61,0.107,0.601,0.0,0.716,0.622,154.156
23000,76389,celtic thunder,down to the river to pray,False,0.635,0.371,7,-9.786,0.0286,0.802,0.0,0.195,0.52,136.021
23001,76403,patrizio buanne,a man without love,False,0.554,0.648,1,-5.35,0.0297,0.666,0.0,0.105,0.413,110.172
23002,76406,il volo,be my love,False,0.124,0.493,0,-4.192,0.0347,0.773,0.00232,0.161,0.188,168.953
23003,76410,sarah brightman,glosoli,False,0.331,0.397,7,-10.671,0.0291,0.193,0.562,0.0832,0.112,75.091
23004,76419,josh groban,war at home,False,0.256,0.358,3,-6.281,0.0325,0.838,0.0013,0.115,0.126,139.671
23005,76425,collabro,don't cry for me argentina,False,0.271,0.225,4,-11.374,0.0329,0.782,0.0,0.101,0.234,100.028
23006,76426,avantasia,invoke the machine,False,0.543,0.983,2,-4.27,0.066,0.00124,0.00149,0.332,0.27,109.992
23007,76430,collabro,"for good (from ""wicked"")",False,0.413,0.222,5,-12.004,0.034,0.821,0.0,0.118,0.222,77.869
23008,76431,collabro,"empty chairs at empty tables (from ""les miserables"")",False,0.264,0.13,1,-15.167,0.0437,0.891,0.0,0.105,0.0899,172.034
23009,76433,josh groban,it came upon a midnight clear,False,0.429,0.28,8,-12.147,0.0319,0.706,0.000524,0.115,0.164,119.856
23010,76462,il divo,somewhere - live in barcelona,False,0.249,0.57,6,-7.506,0.0414,0.852,0.00203,0.93,0.227,127.542
23011,76469,william christie,purcell : king arthur : overture to act 1,False,0.452,0.151,0,-22.641,0.0435,0.849,0.177,0.592,0.67,139.536
23012,76472,all angels,ave verum corpus (theme from brideshead revisited),False,0.347,0.273,0,-8.691,0.0312,0.893,0.000406,0.0654,0.0855,95.298
23013,76475,andrea bocelli,i believe - acoustic,False,0.249,0.102,2,-17.716,0.0432,0.974,0.0127,0.112,0.2,71.883
23014,76476,celtic thunder,heartland,False,0.309,0.434,11,-11.351,0.0356,0.474,0.00155,0.317,0.462,91.026
23015,76477,celtic thunder,song for the mira,False,0.381,0.285,4,-9.147,0.0355,0.66,0.0,0.0844,0.327,123.469
23016,76481,michael crawford,any dream will do,False,0.528,0.355,0,-13.865,0.034,0.685,0.0017,0.091,0.222,117.974
23017,76482,collabro,"no matter what (from ""whistle down the wind"")",False,0.349,0.267,9,-12.843,0.0338,0.829,0.0,0.0788,0.11,93.799
